brand,category_code,event_type,count
tamina,furniture.kitchen.table,view,3800
tamish,computers.notebook,view,21
tamron,electronics.camera.photo,view,23
tamron,sport.trainer,view,124
tanglewood,electronics.audio.acoustic,cart,188
tanglewood,electronics.audio.acoustic,purchase,67
tanglewood,electronics.audio.acoustic,view,7869
tanix,kids.swing,cart,52
tanix,kids.swing,purchase,20
tanix,kids.swing,view,1542
tannoy,electronics.audio.microphone,view,1
tao-tao,appliances.kitchen.toster,view,84
target,apparel.shirt,view,39
targus,sport.ski,view,26
tarkett,construction.tools.painting,cart,1
tarkett,construction.tools.painting,view,225
tarkett,country_yard.lawn_mower,view,6
tarmak,electronics.audio.headphone,view,32
tarmak,sport.snowboard,cart,82
tarmak,sport.snowboard,purchase,16
tarmak,sport.snowboard,view,559
tascam,appliances.personal.scales,view,76
tascam,auto.accessories.radar,view,88
tascam,sport.bicycle,view,3
tawas,accessories.bag,view,9
taxi,furniture.bedroom.bed,cart,2
taxi,furniture.bedroom.bed,purchase,2
taxi,furniture.bedroom.bed,view,80
tch,appliances.kitchen.hood,cart,6
tch,appliances.kitchen.hood,purchase,1
tch,appliances.kitchen.hood,view,214
tch,construction.tools.drill,view,1
tch,construction.tools.generator,view,2
tch,construction.tools.light,cart,1
tch,construction.tools.light,view,69
tchibo,sport.tennis,cart,20
tchibo,sport.tennis,purchase,2
tchibo,sport.tennis,view,35
tcl,appliances.environment.air_conditioner,cart,871
tcl,appliances.environment.air_conditioner,purchase,207
tcl,appliances.environment.air_conditioner,view,20137
tcl,appliances.personal.massager,cart,3557
tcl,appliances.personal.massager,purchase,1089
tcl,appliances.personal.massager,view,46419
tcl,electronics.video.tv,cart,17
tcl,electronics.video.tv,purchase,5
tcl,electronics.video.tv,view,97
tdm,appliances.ironing_board,cart,1
tdm,appliances.ironing_board,purchase,1
tdm,appliances.ironing_board,view,148
teac,electronics.audio.subwoofer,cart,5
teac,electronics.audio.subwoofer,view,326
teana,furniture.living_room.sofa,cart,5
teana,furniture.living_room.sofa,purchase,2
teana,furniture.living_room.sofa,view,149
tec,apparel.shoes,view,1156
tech-line,appliances.ironing_board,view,13
technics,sport.bicycle,view,49
technogym,apparel.trousers,view,1
technogym,furniture.kitchen.table,view,4
technolight,furniture.kitchen.table,view,5
technomax,apparel.glove,view,2
technomax,apparel.shoes.moccasins,cart,4
technomax,apparel.shoes.moccasins,purchase,1
technomax,apparel.shoes.moccasins,view,1039
techsport,appliances.environment.vacuum,view,1
tecnica,apparel.trousers,cart,1
tecnica,apparel.trousers,view,18
tecno,appliances.kitchen.refrigerators,view,6
tecno,construction.tools.light,cart,658
tecno,construction.tools.light,purchase,189
tecno,construction.tools.light,view,16976
tecno,electronics.smartphone,view,74
tefal,accessories.bag,cart,54
tefal,accessories.bag,purchase,18
tefal,accessories.bag,view,2510
tefal,apparel.shirt,cart,14
tefal,apparel.shirt,purchase,2
tefal,apparel.shirt,view,482
tefal,apparel.shoes,cart,62
tefal,apparel.shoes,purchase,24
tefal,apparel.shoes,view,1556
tefal,apparel.shoes.keds,cart,26
tefal,apparel.shoes.keds,purchase,13
tefal,apparel.shoes.keds,view,635
tefal,apparel.shoes.slipons,cart,123
tefal,apparel.shoes.slipons,purchase,57
tefal,apparel.shoes.slipons,view,4018
tefal,apparel.tshirt,cart,15
tefal,apparel.tshirt,purchase,4
tefal,apparel.tshirt,view,273
tefal,appliances.environment.air_heater,cart,35
tefal,appliances.environment.air_heater,purchase,11
tefal,appliances.environment.air_heater,view,804
tefal,appliances.environment.fan,cart,7
tefal,appliances.environment.fan,purchase,1
tefal,appliances.environment.fan,view,330
tefal,appliances.environment.vacuum,cart,3232
tefal,appliances.environment.vacuum,purchase,1122
tefal,appliances.environment.vacuum,view,97410
tefal,appliances.iron,view,30
tefal,appliances.kitchen.blender,cart,4
tefal,appliances.kitchen.blender,purchase,1
tefal,appliances.kitchen.blender,view,395
tefal,appliances.kitchen.grill,cart,7
tefal,appliances.kitchen.grill,purchase,1
tefal,appliances.kitchen.grill,view,219
tefal,appliances.kitchen.kettle,cart,53
tefal,appliances.kitchen.kettle,purchase,19
tefal,appliances.kitchen.kettle,view,1059
tefal,appliances.personal.scales,view,1
tefal,appliances.sewing_machine,view,5
tefal,computers.components.cooler,cart,294
tefal,computers.components.cooler,purchase,95
tefal,computers.components.cooler,view,8643
tefal,computers.peripherals.printer,view,1
tefal,construction.tools.generator,cart,3908
tefal,construction.tools.generator,purchase,1109
tefal,construction.tools.generator,view,66084
tefal,construction.tools.welding,cart,410
tefal,construction.tools.welding,purchase,129
tefal,construction.tools.welding,view,13711
tefal,electronics.camera.photo,cart,1314
tefal,electronics.camera.photo,purchase,451
tefal,electronics.camera.photo,view,21329
tefal,furniture.bathroom.bath,cart,1661
tefal,furniture.bathroom.bath,purchase,564
tefal,furniture.bathroom.bath,view,35220
tefal,furniture.bedroom.blanket,cart,26
tefal,furniture.bedroom.blanket,purchase,4
tefal,furniture.bedroom.blanket,view,758
tefal,furniture.living_room.chair,cart,89
tefal,furniture.living_room.chair,purchase,34
tefal,furniture.living_room.chair,view,1919
tefal,kids.swing,cart,1336
tefal,kids.swing,purchase,447
tefal,kids.swing,view,14840
tefal,kids.toys,cart,3
tefal,kids.toys,purchase,2
tefal,kids.toys,view,45
tega,apparel.shirt,cart,581
tega,apparel.shirt,purchase,157
tega,apparel.shirt,view,11003
tehnolight,furniture.kitchen.table,view,3
tehnopark,apparel.scarf,view,6
teka,appliances.kitchen.dishwasher,cart,5
teka,appliances.kitchen.dishwasher,purchase,2
teka,appliances.kitchen.dishwasher,view,345
teka,appliances.kitchen.hob,cart,10
teka,appliances.kitchen.hob,purchase,1
teka,appliances.kitchen.hob,view,1279
teka,appliances.kitchen.oven,cart,5
teka,appliances.kitchen.oven,purchase,2
teka,appliances.kitchen.oven,view,837
teka,appliances.kitchen.refrigerators,cart,6
teka,appliances.kitchen.refrigerators,purchase,1
teka,appliances.kitchen.refrigerators,view,1095
teka,appliances.kitchen.washer,cart,1
teka,appliances.kitchen.washer,view,274
teka,appliances.personal.massager,cart,13
teka,appliances.personal.massager,purchase,2
teka,appliances.personal.massager,view,777
teka,computers.components.cooler,cart,51
teka,computers.components.cooler,purchase,14
teka,computers.components.cooler,view,2286
teka,computers.desktop,cart,3
teka,computers.desktop,view,65
teka,furniture.bedroom.blanket,cart,12
teka,furniture.bedroom.blanket,purchase,2
teka,furniture.bedroom.blanket,view,1113
tekled,apparel.underwear,view,1
teknetics,kids.carriage,cart,9
teknetics,kids.carriage,purchase,2
teknetics,kids.carriage,view,675
teknum,apparel.shoes.keds,cart,152
teknum,apparel.shoes.keds,purchase,47
teknum,apparel.shoes.keds,view,3368
teknum,kids.skates,cart,199
teknum,kids.skates,purchase,52
teknum,kids.skates,view,6355
teks,furniture.living_room.cabinet,view,17
teksan,appliances.ironing_board,view,24
teksan,furniture.bedroom.blanket,cart,1
teksan,furniture.bedroom.blanket,view,50
telefunken,computers.components.power_supply,view,115
telefunken,electronics.video.tv,cart,11
telefunken,electronics.video.tv,purchase,2
telefunken,electronics.video.tv,view,1017
telwin,construction.tools.welding,view,132
tempish,appliances.kitchen.kettle,view,1
tempish,construction.tools.saw,view,1
temptu,apparel.shoes,view,16
tempur,computers.notebook,cart,3
tempur,computers.notebook,purchase,1
tempur,computers.notebook,view,102
tenda,computers.peripherals.mouse,view,4
tenda,furniture.kitchen.table,cart,220
tenda,furniture.kitchen.table,purchase,43
tenda,furniture.kitchen.table,view,6046
teorema,computers.desktop,cart,16
teorema,computers.desktop,purchase,6
teorema,computers.desktop,view,1030
teorema,furniture.bedroom.blanket,view,11
teosa,apparel.shoes.moccasins,view,2
teosa,appliances.kitchen.coffee_grinder,view,6
teosa,auto.accessories.compressor,view,2
teosa,computers.peripherals.printer,cart,44
teosa,computers.peripherals.printer,purchase,11
teosa,computers.peripherals.printer,view,1979
teosa,construction.components.faucet,cart,34
teosa,construction.components.faucet,purchase,9
teosa,construction.components.faucet,view,1831
teosa,furniture.bedroom.bed,cart,1
teosa,furniture.bedroom.bed,view,60
teosa,kids.toys,cart,4
teosa,kids.toys,purchase,2
teosa,kids.toys,view,466
teosa,sport.ski,view,18
teploross,appliances.environment.water_heater,view,7
teploross,appliances.kitchen.washer,view,1
teploross,electronics.clocks,cart,18
teploross,electronics.clocks,purchase,4
teploross,electronics.clocks,view,292
teploteh,computers.components.power_supply,view,23
tera,apparel.tshirt,cart,22
tera,apparel.tshirt,purchase,2
tera,apparel.tshirt,view,1558
terminus,apparel.tshirt,cart,21
terminus,apparel.tshirt,purchase,5
terminus,apparel.tshirt,view,1496
termit,accessories.bag,view,117
termit,apparel.shoes,view,25
termit,apparel.tshirt,view,185
termit,appliances.kitchen.kettle,view,19
termit,appliances.kitchen.mixer,cart,4
termit,appliances.kitchen.mixer,purchase,2
termit,appliances.kitchen.mixer,view,127
termit,electronics.audio.music_tools.piano,view,85
termit,sport.ski,cart,5
termit,sport.ski,purchase,2
termit,sport.ski,view,180
terra,appliances.kitchen.refrigerators,cart,1
terra,appliances.kitchen.refrigerators,view,29
terris,apparel.shoes,cart,1
terris,apparel.shoes,view,62
terris,apparel.underwear,cart,1080
terris,apparel.underwear,purchase,294
terris,apparel.underwear,view,16315
terris,electronics.audio.acoustic,cart,366
terris,electronics.audio.acoustic,purchase,113
terris,electronics.audio.acoustic,view,5120
tescoma,electronics.audio.subwoofer,cart,2
tescoma,electronics.audio.subwoofer,view,43
tesla,auto.accessories.compressor,view,8
tesler,computers.components.power_supply,cart,2
tesler,computers.components.power_supply,view,33
tesler,electronics.audio.music_tools.piano,view,2
tesler,electronics.camera.video,view,1
tesma,computers.notebook,view,6
tesma,furniture.bedroom.pillow,view,1
tesoro,furniture.kitchen.table,view,7
tesy,electronics.clocks,cart,11
tesy,electronics.clocks,purchase,4
tesy,electronics.clocks,view,482
teta,appliances.sewing_machine,cart,2
teta,appliances.sewing_machine,view,27
tetchair,electronics.tablet,cart,22
tetchair,electronics.tablet,purchase,6
tetchair,electronics.tablet,view,1161
tetra,apparel.shirt,view,73
tetra,apparel.shoes,cart,3
tetra,apparel.shoes,purchase,1
tetra,apparel.shoes,view,546
texa,appliances.kitchen.hood,view,15
texet,accessories.wallet,view,49
texet,appliances.kitchen.grill,cart,449
texet,appliances.kitchen.grill,purchase,126
texet,appliances.kitchen.grill,view,6880
texet,construction.tools.light,cart,34
texet,construction.tools.light,purchase,13
texet,construction.tools.light,view,2901
texet,electronics.camera.video,cart,2067
texet,electronics.camera.video,purchase,500
texet,electronics.camera.video,view,46841
texet,electronics.smartphone,view,4
texet,electronics.telephone,cart,5
texet,electronics.telephone,view,28
textar,stationery.cartrige,view,23
textura,furniture.living_room.cabinet,cart,3
textura,furniture.living_room.cabinet,purchase,1
textura,furniture.living_room.cabinet,view,424
teyko,furniture.bedroom.bed,cart,12
teyko,furniture.bedroom.bed,purchase,3
teyko,furniture.bedroom.bed,view,320
tgr,auto.accessories.light,view,5
thermalright,computers.components.cooler,view,1
thermalright,computers.peripherals.mouse,view,9
thermaltake,apparel.scarf,cart,2
thermaltake,apparel.scarf,purchase,1
thermaltake,apparel.scarf,view,70
thermaltake,apparel.shoes.slipons,cart,5
thermaltake,apparel.shoes.slipons,purchase,2
thermaltake,apparel.shoes.slipons,view,117
thermaltake,computers.components.cooler,view,7
thermaltake,computers.components.power_supply,cart,200
thermaltake,computers.components.power_supply,purchase,77
thermaltake,computers.components.power_supply,view,8230
thermaltake,computers.desktop,view,7
thermaltake,computers.peripherals.mouse,cart,32
thermaltake,computers.peripherals.mouse,purchase,8
thermaltake,computers.peripherals.mouse,view,3763
thermaltake,electronics.tablet,cart,29
thermaltake,electronics.tablet,purchase,11
thermaltake,electronics.tablet,view,1332
thermaltake,electronics.telephone,view,2
thermaltake,furniture.bedroom.blanket,view,2
thermaltake,furniture.living_room.cabinet,view,118
thermaltake,sport.bicycle,view,47
thermaltake,sport.trainer,cart,42
thermaltake,sport.trainer,purchase,16
thermaltake,sport.trainer,view,7528
thermex,appliances.environment.water_heater,cart,10
thermex,appliances.environment.water_heater,purchase,5
thermex,appliances.environment.water_heater,view,325
thermex,electronics.clocks,cart,4864
thermex,electronics.clocks,purchase,1442
thermex,electronics.clocks,view,49769
thomas,appliances.environment.vacuum,cart,1880
thomas,appliances.environment.vacuum,purchase,670
thomas,appliances.environment.vacuum,view,41253
thor,appliances.kitchen.hob,view,258
thronmax,auto.accessories.radar,cart,4
thronmax,auto.accessories.radar,purchase,1
thronmax,auto.accessories.radar,view,148
thrustmaster,apparel.shorts,cart,46
thrustmaster,apparel.shorts,purchase,13
thrustmaster,apparel.shorts,view,3144
thule,accessories.bag,view,13
thule,apparel.shoes,cart,7
thule,apparel.shoes,view,312
thule,apparel.shoes.ballet_shoes,cart,4
thule,apparel.shoes.ballet_shoes,purchase,1
thule,apparel.shoes.ballet_shoes,view,1305
thule,country_yard.furniture.hammok,cart,5
thule,country_yard.furniture.hammok,purchase,1
thule,country_yard.furniture.hammok,view,947
thule,furniture.bedroom.pillow,cart,19
thule,furniture.bedroom.pillow,purchase,5
thule,furniture.bedroom.pillow,view,685
thule,furniture.living_room.cabinet,view,51
thule,kids.skates,cart,33
thule,kids.skates,purchase,19
thule,kids.skates,view,1293
thule,sport.bicycle,cart,2
thule,sport.bicycle,view,20
thule,sport.ski,cart,26
thule,sport.ski,purchase,11
thule,sport.ski,view,1478
thunz,apparel.shoes.keds,cart,5
thunz,apparel.shoes.keds,view,473
tide,appliances.kitchen.washer,cart,240
tide,appliances.kitchen.washer,purchase,49
tide,appliances.kitchen.washer,view,2153
tide,kids.swing,view,1
tigar,computers.desktop,view,11
tigernu,sport.ski,cart,3
tigernu,sport.ski,purchase,1
tigernu,sport.ski,view,154
tima,accessories.bag,cart,3
tima,accessories.bag,view,242
tima,appliances.kitchen.kettle,cart,8
tima,appliances.kitchen.kettle,view,537
tima,construction.tools.generator,view,128
tima,sport.trainer,cart,22
tima,sport.trainer,purchase,5
tima,sport.trainer,view,445
timbergroup,kids.toys,view,2
timberk,appliances.environment.air_heater,cart,120
timberk,appliances.environment.air_heater,purchase,31
timberk,appliances.environment.air_heater,view,2078
timberk,appliances.environment.water_heater,view,1
timberk,appliances.sewing_machine,cart,61
timberk,appliances.sewing_machine,purchase,17
timberk,appliances.sewing_machine,view,474
timson,auto.accessories.anti_freeze,cart,34
timson,auto.accessories.anti_freeze,purchase,10
timson,auto.accessories.anti_freeze,view,1464
tines,apparel.shoes,view,109
tines,construction.tools.light,view,109
tines,kids.toys,view,71
tiod,apparel.shirt,cart,14
tiod,apparel.shirt,purchase,4
tiod,apparel.shirt,view,564
tiret,appliances.kitchen.toster,cart,2
tiret,appliances.kitchen.toster,purchase,1
tiret,appliances.kitchen.toster,view,53
tisa,apparel.jumper,cart,4
tisa,apparel.jumper,purchase,2
tisa,apparel.jumper,view,141
tisa,appliances.kitchen.kettle,view,12
tissot,electronics.clocks,cart,510
tissot,electronics.clocks,purchase,136
tissot,electronics.clocks,view,33810
titan,accessories.wallet,view,3
titan,apparel.costume,view,3
titan,apparel.shirt,cart,5
titan,apparel.shirt,purchase,1
titan,apparel.shirt,view,91
titan,apparel.shoes,cart,6
titan,apparel.shoes,purchase,1
titan,apparel.shoes,view,781
titan,appliances.kitchen.toster,cart,6
titan,appliances.kitchen.toster,purchase,3
titan,appliances.kitchen.toster,view,137
titan,computers.peripherals.mouse,view,4
titan,construction.tools.pump,cart,7
titan,construction.tools.pump,purchase,3
titan,construction.tools.pump,view,661
titan,country_yard.furniture.hammok,cart,42
titan,country_yard.furniture.hammok,purchase,16
titan,country_yard.furniture.hammok,view,1465
titan,furniture.bedroom.bed,cart,17
titan,furniture.bedroom.bed,purchase,1
titan,furniture.bedroom.bed,view,459
titan,furniture.living_room.cabinet,cart,26
titan,furniture.living_room.cabinet,purchase,5
titan,furniture.living_room.cabinet,view,1139
titanik,sport.bicycle,view,24
tiziana,apparel.shoes.sandals,cart,12
tiziana,apparel.shoes.sandals,purchase,7
tiziana,apparel.shoes.sandals,view,239
tizianaterenzi,apparel.jeans,view,7
tizo,electronics.telephone,cart,2
tizo,electronics.telephone,purchase,1
tizo,electronics.telephone,view,90
tizo,furniture.living_room.chair,view,2
tl,country_yard.furniture.hammok,cart,1
tl,country_yard.furniture.hammok,view,53
tmnt,kids.toys,cart,12
tmnt,kids.toys,purchase,4
tmnt,kids.toys,view,461
tobot,electronics.clocks,cart,97
tobot,electronics.clocks,purchase,19
tobot,electronics.clocks,view,3248
